description,category
amazon germany #52342,shopping
EUROSTAR TRIP/GIZA,transport
Chipotle Fee Online Brussels,food
CLINIC ECOM PAYMENT,health
deutsche bahn sepa fee,transport
ecom apotek,health
chipotle*bil new york,food
Tesco*Txn Berlin,shopping
greggs purchase,food
Mta Ecom Expense,transport
Paul Bakery Seattle Intl,food
PHARMACY PURCHASE VIA DEBIT,health
Chipotle Fee Via Iban,food
uber txn/il,transport
disney+ sepa cairo,entertainment
Costco Los Angeles Web,shopping
Mta Egypt Eur,transport
Hsbc Order Via Wire,other
mcdonalds payment online il,food
PHARMACY APP ITALY,health
apotek intl payment,health
Spar App/Usa,food
NETFLIX MASTERCARD LOS ANGELES,entertainment
CARREFOUR GERMANY ONLINE,shopping
debit bart,transport
CARREFOUR SEPA/AUSTRIA,shopping
el corte ingles*fee miami,shopping
Cvs Los Angeles #90680,health
mta purchase,transport
Canal+ Boston Pos,entertainment
SKY TXN VIENNA,entertainment
EUROSTAR-AUSTRIA-WEB,transport
YOUTUBE BILL,entertainment
Target Ny #16981,shopping
Playstationhulu Fee Online Berlin,entertainment
ORANGE DELIVERY CHARGE,other
APOTEK FEE,health
chase ksa app,other
aldi paris #6733,shopping
Renfe Charge,transport
verizon ride cairo sepa,other
best buy eur eur,shopping
Amazon Fee Via Intl,shopping
italo order online cairo,transport
CLINIC PARIS EUR,health
BARCLAYS SEATTLE #92122,other
Uber Amsterdam Ach,transport
Ecom Hsbc,other
bart*exp wa,transport
Cvs Payment,health
ALDI CHARGE VIA DIGITAL,shopping
RITE AID ORDER VIA CARD,health
Boots Pos Eu,health
walmart paypal los angeles sepa,shopping
LE PAIN QUOTIDIEN RIDE MILAN SEPA,food
Bart Charge,transport
spotify order,entertainment
o2 paypal/,other
BOOTS MADRID #78532,health
SALARY DIGITAL PURCHASE,other
eurostar expense,transport
amc theatres stripe/uae,entertainment
TRAINLINE-LOS ANGELES-ECOM,transport
BOLT VISA SEPA,transport
CVS*PAY FRANCE,health
uber payment,transport
DOCMORRIS POS SEPA,health
unknown square tx,other
vodafone fee online paris,other
amazon order online egypt,shopping
Cvs Intl Sepa Sepa,health
PLAYSTATIONHULU GIZA STRIPE,entertainment
APOTEK ONLINE/NY,health
BILLA*PAY SAN FRANCISCO,food
billa*sub ksa,food
Tfl Bill,transport
EL CORTE INGLES BOSTON EUR,shopping
boots rome eur,health
renfe card fee,transport
ONLINE CANAL+,entertainment
Pos Trainline,transport
aldi txn boston,shopping
sky subscription,entertainment
Bank Of America Purchase Via Debit,other
Apotek--Credit,health
WALMART DIGITAL CHARGE,shopping
Amc Theatres Bill Online Seattle,entertainment
UBER ONLINE ITALY SEPA,transport
paul bakery payment,food
Walmart Brussels Square,shopping
vodafone amex purchase,other
GYM-LONDON-ECOM,health
docmorris eur #38654,health
mta expense online france,transport
Bank Of America Trip Bill,other
PLAYSTATIONHULU PURCHASE,entertainment
amazon card rome sepa,shopping
clinic ecom austria,health
HOSPITAL EXPENSE VIA CREDIT,health
Barclays Eu Ride,other
xbox*sub seattle,entertainment
XBOX RIDE/US,entertainment
INTL TACO BELL,food
Eurostar Eu Eur,transport
Salary Debit Milan,other
Spar Order,food
SNCF IBAN ALEX,transport
Walmart Ca #24817,shopping
BARCLAYS BILL ONLINE DALLAS,other
UNKNOWN PAYPAL GIZA SEPA,other
t-mobile credit/egypt,other
Renfe Amex Expense,transport
clinic-dallas-online,health
uber ecom us sepa,transport
Costco Txn Netherlands,shopping
Xbox Cairo #84649,entertainment
amtrak rome #31127,transport
Steam Charge Via Trip,entertainment
CANAL+*SUB BRUSSELS,entertainment
CHASE APP/CHICAGO,other
greggs iban eu sepa,food
UBER AMSTERDAM WIRE,transport
Eurostar Txn London,transport
Playstationhulu Digital Seattle Sepa,entertainment
ACH CLINIC,health
billa bill online il,food
Rite Aid Payment,health
SALARY TXN ONLINE IL,other
At&T Amsterdam #78969,other
BART PAYMENT,transport
El Corte Ingles Purchase,shopping
Hsbc Txn Fl Sepa,other
best buy*cha miami,shopping
MTA DIGITAL/GIZA,transport
rite aid bill online eu,health
O2 Cairo Sepa,other
Wendy'S Visa/Brussels,food
Target Expense Online Ca,shopping
Spotify Subscription,entertainment
Uber-Ny-Txn,transport
walmart seattle #6145,shopping
Hsbc-Los Angeles-Amex,other
lidl eur #76578,food
subway order online brussels,food
AMEX UTILITY PAYMENT,other
LE PAIN QUOTIDIEN  EUR,food
bart pos charge,transport
AMC THEATRES SAN FRANCISCO STRIPE,entertainment
ride aldi,shopping
Costco Netherlands App,shopping
Lidl Web/Amsterdam,food
Sncf Expense Via Pos,transport
RITE AID FEE ONLINE USA,health
ALDI PURCHASE,shopping
PRET A MANGER CA EUR,food
HOSPITAL PARIS EUR,health
Chase Ecom Bill,other
Aldi Web/Giza,shopping
netflix charge online ksa,entertainment
Web Costco,shopping
playstationhulu ca #34253,entertainment
Eurostar Intl Subscription,transport
tesco delivery/austria,shopping
Clinic Charge,health
GYM VISA UAE SEPA,health
Mta App San Francisco Sepa,transport
Utility Payment Uae Web,other
barclays square germany sepa,other
amazon card/giza,shopping
Spotify Ride Subscription,entertainment
mastercard mcdonalds,food
Wendy'S Txn Via Paypal,food
Target Online/Uk,shopping
Verizon Digital London Sepa,other
Barclays Delivery/Paris,other
ZALANDO PURCHASE ONLINE UAE,shopping
EAT. ORDER ONLINE CA,food
Chase Order Online Ny,other
NANDO'S*PAY SPAIN,food
t-mobile bill via txn,other
atm germany eur,other
Mta Paypal Egypt Sepa,transport
BOLT UAE #79733,transport
vodafone-uae-ecom,other
Apotek Credit/Fl,health
Netflix Web Wa Sepa,entertainment
Barclays Square Berlin Sepa,other
CLINIC CHARGE,health
Barclays Order Online Giza,other
El Corte Ingles Online Amsterdam,shopping
WIRE TESCO,shopping
SALARY FEE VIA POS,other
DOCMORRIS NEW YORK EUR,health
costco sepa/usa,shopping
ach starbucks,food
steam fee,entertainment
Billa*Bil San Francisco,food
UBER ECOM NEW YORK,transport
verizon trip payment,other
canal+ italy square,entertainment
SKY ITALY EUR,entertainment
Spotify Bill Online Milan,entertainment
Tesco Payment Via Txn,shopping
steam london eur,entertainment
CARREFOUR STRIPE SPAIN SEPA,shopping
Clinic Mastercard Los Angeles Sepa,health
zalando fee online ca,shopping
TFL LOS ANGELES EUR,transport
steam madrid eur,entertainment
SKY ROME WEB,entertainment
Renfe Egypt Web,transport
spotify square us sepa,entertainment
Utility Payment-Eur-Square,other
Taco Bell Wire New York Sepa,food
tfl*txn los angeles,transport
Bart Ach/Ksa,transport
Uber*Bil Spain,transport
mta chicago eur,transport
VERIZON BILL VIA DEBIT,other
pharmacy*fee germany,health
ORANGE INTL SUBSCRIPTION,other
Kfc Square/Sepa,food
Spotify Belgium Eur,entertainment
WALGREENS DIGITAL BILL,health
amtrak charge online egypt,transport
debit barclays,other
ITALO NEW YORK EUR,transport
AMC THEATRES SUBSCRIPTION ONLINE SAN FRANCISCO,entertainment
at&t netherlands #76719,other
Bolt Milan Eur,transport
Aldi Trip Dallas Sepa,shopping
BARCLAYS SUBSCRIPTION,other
Renfe Delivery Charge,transport
Amazon Debit/Chicago,shopping
unknown visa txn,other
Trainline Subscription,transport
AMC THEATRES ORDER ONLINE TX,entertainment
boots purchase via trip,health
Amc Theatres Germany Ach,entertainment
Salary Txn Online San Francisco,other
AT&T PAYMENT VIA DEBIT,other
Digital Docmorris,health
LYFT DELIVERY/BELGIUM,transport
tfl square usa,transport
Aldi Mastercard/Rome,shopping
apotek sepa eur,health
Italo Berlin Txn,transport
youtube ride/wa,entertainment
amazon pos uae,shopping
UTILITY PAYMENT CA SEPA,other
Verizon Expense Via Card,other
PAUL BAKERY UAE #22642,food
SNCF VISA NETHERLANDS,transport
ALDI MIAMI WIRE,shopping
Italo Ach Payment,transport
HSBC CREDIT BRUSSELS,other
CHASE TXN,other
disney+*sub milan,entertainment
Sky*Pur Us,entertainment
AMAZON SUBSCRIPTION,shopping
Youtube Austria Eur,entertainment
gym square/us,health
CHASE EXPENSE ONLINE UAE,other
CHIPOTLE TRIP LOS ANGELES,food
BOLT US CREDIT,transport
Wendy'S Debit Eu,food
BOLT SQUARE AMSTERDAM,transport
best buy pos sepa,shopping
Hsbc Ach  Sepa,other
Docmorris Vienna Eur,health
BOOTS EXPENSE ONLINE FRANCE,health
ORANGE GIZA EUR,other
STARBUCKS BERLIN STRIPE,food
Gym Order Online Vienna,health
costco card subscription,shopping
AMTRAK ACH/WA,transport
PHARMACY VISA/SEPA,health
PHARMACY SQUARE UAE,health
SPOTIFY ORDER ONLINE VIENNA,entertainment
RITE AID EXPENSE ONLINE MADRID,health
Vodafone-Sepa-Visa,other
Zalando Trip Expense,shopping
hospital-cairo-online,health
BEST BUY SAN FRANCISCO WEB,shopping
chipotle square uk,food
CANAL+ CHARGE VIA TRIP,entertainment
Paypal Salary,other
Le Pain Quotidien*Fee ,food
CHIPOTLE TXN VIA INTL,food
RENFE BILL ONLINE EUR,transport
Trainline Stripe Spain,transport
unknown--wire,other
pos orange,other
MTA PURCHASE VIA VISA,transport
SALARY MILAN #51713,other
trainline*txn belgium,transport
ZALANDO AMEX CA,shopping
online barclays,other
IBAN CANAL+,entertainment
Zalando Order Online Tx,shopping
Eat. Iban/Eu,food
orange order via debit,other
Clinic Payment,health
CHIPOTLE STRIPE SEATTLE,food
SUBWAY LOS ANGELES WEB,food
bart fee,transport
Utility Payment Ride Il Sepa,other
AMAZON PAYMENT,shopping
PRET A MANGER FEE ONLINE CA,food
aldi-seattle-ecom,shopping
docmorris purchase,health
Xbox Subscription,entertainment
Wendy'S Charge,food
tesco ca eur,shopping
taco bell sepa new york sepa,food
Netflix Boston Ride,entertainment
CANAL+ PURCHASE VIA WIRE,entertainment
best buy txn online belgium,shopping
Best Buy Uae Eur,shopping
CLINIC*TXN MIAMI,health
wire sky,entertainment
spar online expense,food
unknown spain #36788,other
steam san francisco stripe,entertainment
TRAINLINE SAN FRANCISCO EUR,transport
WALMART DIGITAL EUR SEPA,shopping
TRAINLINE ACH UAE,transport
Bbc Iplayer Expense,entertainment
GYM PAYMENT ONLINE IL,health
DISNEY+ EXPENSE,entertainment
Uber  Web,transport
Mta-Brussels-Visa,transport
Orange Sepa #31025,other
Verizon Subscription Via Txn,other
Bolt Credit Vienna Sepa,transport
spotify app paris,entertainment
ZALANDO*PUR GERMANY,shopping
deutsche bahn rome eur,transport
credit walmart,shopping
WALGREENS KSA TXN,health
BOOTS*PAY GIZA,health
Kfc Stripe Italy,food
sepa lidl,food
Gym Pos Expense,health
docmorris ach/san francisco,health
Le Pain Quotidien Txn Via Credit,food
MTA*SUB MIAMI,transport
uber ecom fl sepa,transport
Sky London Eur,entertainment
SPOTIFY POS FL,entertainment
carrefour subscription,shopping
salary new york #66655,other
nando's order,food
AMTRAK VISA BRUSSELS SEPA,transport
italo order,transport
Wendy'S Expense Via Square,food
tesco expense,shopping
DISNEY+-SEPA-DIGITAL,entertainment
UNKNOWN WEB/UAE,other
ATM IBAN/LOS ANGELES,other
Online Unknown,other
Online Tesco,shopping
ATM ONLINE BRUSSELS,other
atm expense,other
MASTERCARD CARREFOUR,shopping
GREGGS STRIPE NETHERLANDS,food
PHARMACY GERMANY WEB,health
Nando'S*Ord Netherlands,food
DISNEY+  #70451,entertainment
Playstationhulu Subscription,entertainment
Paypal Billa,food
BILLA TRIP SAN FRANCISCO,food
disney+ miami #88527,entertainment
BILLA DEBIT/GERMANY,food
Italo Netherlands Eur,transport
xbox bill via debit,entertainment
SPAR TXN/NEW YORK,food
at&t-spain-iban,other
APOTEK-BERLIN-APP,health
HOSPITAL WEB/GIZA,health
ALDI INTL/LOS ANGELES,shopping
UBER BELGIUM AMEX,transport
UTILITY PAYMENT VISA FL,other
LYFT IL EUR,transport
amc theatres app milan,entertainment
Rite Aid Germany Trip,health
AMTRAK*EXP EU,transport
PHARMACY TRIP BRUSSELS,health
kfc txn online eu,food
unknown online uae,other
Boots Payment Online Ca,health
boots-wa-visa,health
costco new york #16362,shopping
Chipotle Belgium Eur,food
Walmart Il Eur,shopping
Aldi-Miami-Debit,shopping
Target Tx #36330,shopping
WALMART CHARGE ONLINE MIAMI,shopping
le pain quotidien rome #85937,food
Clinic Eur App,health
Docmorris*Pur Il,health
Zalando*Exp Milan,shopping
Deutsche Bahn Iban/Tx,transport
YOUTUBE ORDER ONLINE ITALY,entertainment
paul bakery fee,food
paul bakery trip ny,food
Deutsche Bahn*Fee France,transport
stripe rite aid,health
Cvs Txn,health
Zalando Charge Via Stripe,shopping
CANAL+ GIZA EUR,entertainment
BOOTS-EGYPT-WEB,health
Wire Amazon,shopping
hospital eu visa,health
Xbox*Ord Egypt,entertainment
BART TXN VIA TXN,transport
verizon bill via ecom,other
Apotek*Ord Brussels,health
amtrak amex austria sepa,transport
TESCO*CHA SEATTLE,shopping
SPAR DELIVERY CHARGE,food
Mta*Exp Il,transport
ZALANDO CHARGE VIA DELIVERY,shopping
CVS PAYMENT ONLINE SAN FRANCISCO,health
Walgreens Square Spain,health
BILLA-EGYPT-SQUARE,food
starbucks pos bill,food
WALGREENS PURCHASE,health
playstationhulu fee,entertainment
le pain quotidien cairo eur,food
Zalando Charge Via Ecom,shopping
Cvs Bill Via Delivery,health
Walmart Txn,shopping
spar ecom/milan,food
ECOM AMC THEATRES,entertainment
Costco Fee Online Belgium,shopping
ITALO KSA #49736,transport
subway ride/boston,food
Clinic Bill Via Amex,health
SEPA ORANGE,other
atm-giza-online,other
Amtrak Mastercard Spain,transport
Kfc Square ,food
SNCF TXN,transport
Pharmacy*Exp Giza,health
CANAL+-AUSTRIA-SQUARE,entertainment
cvs uk #15516,health
VODAFONE INTL CHARGE,other
barclays charge online chicago,other
verizon-san francisco-debit,other
Amc Theatres Debit/Us,entertainment
Walmart Payment Online France,shopping
Canal+ Sepa Eur,entertainment
at&t expense via iban,other
uber subscription online new york,transport
chipotle charge,food
CARD DEUTSCHE BAHN,transport
T-Mobile-New York-Paypal,other
PLAYSTATIONHULU SEPA BILL,entertainment
sepa unknown,other
RIDE GYM,health
Tesco Trip Los Angeles Sepa,shopping
tesco payment online new york,shopping
Lyft Payment,transport
AMTRAK DELIVERY/NY,transport
Italo App Madrid,transport
MTA RIDE USA,transport
hsbc debit expense,other
Target-Wa-App,shopping
Amazon Square Giza Sepa,shopping
AMTRAK*EXP BRUSSELS,transport
carrefour-uae-iban,shopping
Orange-Milan-Txn,other
Docmorris Amsterdam Eur,health
BEST BUY PAYMENT,shopping
SNCF APP LOS ANGELES SEPA,transport
hsbc delivery eur sepa,other
orange eu #34286,other
TACO BELL PAYMENT,food
NANDO'S SEPA VIENNA,food
TRAINLINE NETHERLANDS #47975,transport
Sky-Egypt-Amex,entertainment
aldi charge via credit,shopping
RENFE STRIPE/US,transport
youtube-belgium-visa,entertainment
Atm Credit Fee,other
TESCO FEE,shopping
starbucks trip/belgium,food
costco purchase via paypal,shopping
GREGGS CHARGE VIA RIDE,food
bank of america spain eur,other
El Corte Ingles-San Francisco-Mastercard,shopping
Unknown-Sepa-Online,other
NANDO'S-IL-CREDIT,food
SEPA NANDO'S,food
Apotek Netherlands Trip,health
TARGET MIAMI IBAN,shopping
CVS SQUARE PURCHASE,health
Taco Bell App Subscription,food
eurostar charge,transport
Amc Theatres*Pur Seattle,entertainment
Billa Square/Dallas,food
bart ca trip,transport
EL CORTE INGLES TXN UAE SEPA,shopping
BOOTS*BIL ALEX,health
rite aid fee via txn,health
Spotify Intl Alex,entertainment
target-milan-stripe,shopping
DISNEY+ EXPENSE,entertainment
CVS POS/CA,health
bolt cairo eur,transport
txn sncf,transport
Walgreens*Pur Uae,health
bolt uk sepa,transport
at&t digital/milan,other
aldi web expense,shopping
Hospital Mastercard Bill,health
Rite Aid Vienna Eur,health
ZALANDO SQUARE/BELGIUM,shopping
VERIZON ITALY EUR,other
Target Seattle #37615,shopping
Starbucks Square Us Sepa,food
at&t-uae-online,other
SUBWAY FEE VIA DEBIT,food
docmorris ecom charge,health
PLAYSTATIONHULU CHICAGO EUR,entertainment
EUROSTAR US EUR,transport
SPOTIFY WEB US,entertainment
aldi uae eur,shopping
apotek-cairo-txn,health
boots order online boston,health
Tesco Debit Paris Sepa,shopping
Pharmacy Txn,health
Carrefour Subscription,shopping
DISNEY+ RIDE  SEPA,entertainment
Salary Delivery Fee,other
boots delivery/ca,health
Netflix Ride Subscription,entertainment
CHIPOTLE AMSTERDAM EUR,food
youtube payment online spain,entertainment
greggs*sub amsterdam,food
Wendy'S Bill Online Vienna,food
kfc charge online netherlands,food
MTA-MILAN-DIGITAL,transport
Boots  #55819,health
Pos El Corte Ingles,shopping
Amc Theatres Pos Order,entertainment
nando's*bil italy,food
SKY TXN/PARIS,entertainment
CLINIC SEPA SAN FRANCISCO SEPA,health
Docmorris Wire Seattle Sepa,health
AMTRAK DELIVERY CHICAGO,transport
Unknown Sepa Spain Sepa,other
Chase*Cha Uk,other
SUBWAY TXN ONLINE FL,food
Steam Fee,entertainment
AMAZON SEPA/ROME,shopping
chase delivery charge,other
KFC EUR #49482,food
Best Buy Eur Square,shopping
Taco Bell Credit/Madrid,food
Chase Expense,other
Cvs Cairo Card,health
Pharmacy Chicago Eur,health
renfe mastercard uk sepa,transport
Mta Il #68362,transport
atm alex delivery,other
Eat. Debit Purchase,food
DISNEY+*SUB CHICAGO,entertainment
VERIZON ONLINE EUR,other
walmart purchase online italy,shopping
XBOX TX #42538,entertainment
Mta Ach Madrid Sepa,transport
Walgreens Iban Subscription,health
best buy iban spain,shopping
CARREFOUR BOSTON #22342,shopping
EUROSTAR-EUR-WEB,transport
Target Vienna Paypal,shopping
barclays-madrid-web,other
CLINIC EXPENSE VIA MASTERCARD,health
Unknown Purchase,other
ZALANDO CHARGE ONLINE EU,shopping
CARREFOUR CARD/NETHERLANDS,shopping
O2 Payment Online ,other
Eurostar Wa #99928,transport
Pharmacy France Eur,health
Aldi Order Online Ny,shopping
HOSPITAL TXN USA,health
CVS ORDER ONLINE NEW YORK,health
sncf app berlin sepa,transport
deutsche bahn txn online netherlands,transport
Playstationhulu Payment Online London,entertainment
Docmorris Txn Uae Sepa,health
TRAINLINE CHARGE ONLINE MILAN,transport
AMC THEATRES SUBSCRIPTION,entertainment
starbucks purchase online belgium,food
TFL EXPENSE ONLINE MADRID,transport
barclays tx eur,other
BART TRIP/BOSTON,transport
YOUTUBE PURCHASE,entertainment
DOCMORRIS WIRE WA SEPA,health
disney+ berlin #4177,entertainment
WALMART INTL MADRID SEPA,shopping
carrefour payment online eu,shopping
SEPA CARREFOUR,shopping
Target Boston Amex,shopping
Hsbc Tx #96187,other
VERIZON IL EUR,other
Visa Orange,other
kfc purchase,food
Disney+*Pay Uk,entertainment
Spotify Cairo Txn,entertainment
billa txn vienna sepa,food
canal+ charge online alex,entertainment
LE PAIN QUOTIDIEN-WA-VISA,food
ACH CLINIC,health
deutsche bahn miami #97760,transport
Chase Wa #62771,other
credit steam,entertainment
Steam*Bil Egypt,entertainment
tfl cairo #46227,transport
Greggs Purchase,food
XBOX-BELGIUM-ONLINE,entertainment
SUBWAY PAYMENT VIA ECOM,food
walgreens txn purchase,health
ORANGE IBAN MILAN,other
TARGET MILAN MASTERCARD,shopping
Cvs Charge Via Stripe,health
RENFE*EXP SEATTLE,transport
Playstationhulu Dallas #22910,entertainment
eurostar purchase online us,transport
Sky Il Pos,entertainment
ecom vodafone,other
STEAM ECOM ORDER,entertainment
DEUTSCHE BAHN*BIL BERLIN,transport
CHASE ITALY ECOM,other
el corte ingles purchase,shopping
RIDE PRET A MANGER,food
CLINIC POS ORDER,health
sncf ride uk,transport
canal+ stripe fee,entertainment
walgreens eur #84455,health
Tesco Charge Online London,shopping
pharmacy eur eur,health
Netflix Iban/San Francisco,entertainment
SUBWAY ORDER ONLINE ALEX,food
RIDE BANK OF AMERICA,other
bbc iplayer*pay italy,entertainment
Rite Aid New York #75245,health
Eat. Paypal/Miami,food
t-mobile bill online cairo,other
Cvs Expense Online Sepa,health
AMAZON*CHA IL,shopping
cvs-alex-app,health
amazon*bil uk,shopping
Rite Aid*Cha Ksa,health
dunkin-berlin-web,food
xbox app/london,entertainment
zalando-us-ach,shopping
Walmart Miami Paypal,shopping
Apotek Ny Debit,health
tesco uk eur,shopping
web lyft,transport
Mcdonalds-Usa-App,food
zalando bill online il,shopping
pharmacy trip order,health
cvs charge online rome,health
chase mastercard milan,other
visa eat.,food
TRAINLINE TRIP/SAN FRANCISCO,transport
YOUTUBE PAYMENT ONLINE UAE,entertainment
salary subscription online egypt,other
ITALO APP/VIENNA,transport
TESCO STRIPE LOS ANGELES,shopping
Tfl Bill Via Intl,transport
COSTCO ALEX EUR,shopping
tesco ach/new york,shopping
Taco Bell*Ord Us,food
tesco subscription online new york,shopping
CVS SEPA CHICAGO,health
WALMART AMEX/EUR,shopping
XBOX POS/MIAMI,entertainment
walgreens txn netherlands,health
bbc iplayer purchase online us,entertainment
xbox payment,entertainment
Disney+ Ca Amex,entertainment
TESCO BELGIUM #50336,shopping
Tfl Ca Eur,transport
Tesco Eur #50182,shopping
at&t fee via paypal,other
POS UTILITY PAYMENT,other
walgreens ecom netherlands,health
atm intl order,other
Mcdonalds Ca #88465,food
target-los angeles-app,shopping
WALGREENS EXPENSE,health
DUNKIN PARIS EUR,food
BANK OF AMERICA INTL SEPA SEPA,other
disney+ iban seattle sepa,entertainment
Sky-Spain-Txn,entertainment
Disney+ Eur Online,entertainment
mcdonalds bill online boston,food
Bart Brussels #56248,transport
amtrak cairo #38713,transport
Playstationhulu Bill Via App,entertainment
MASTERCARD ITALO,transport
APP CHASE,other
sky stripe expense,entertainment
Lidl-France-Wire,food
AMC THEATRES DELIVERY BELGIUM SEPA,entertainment
BOOTS*PAY NETHERLANDS,health
intl eurostar,transport
bbc iplayer txn online eu,entertainment
mcdonalds sepa #22442,food
bbc iplayer subscription,entertainment
amc theatres fee online san francisco,entertainment
pharmacy vienna #4965,health
DISNEY+  #24958,entertainment
Digital Costco,shopping
Pret A Manger Amsterdam Delivery,food
Target Web/Los Angeles,shopping
chipotle sepa #71552,food
Sky Credit Usa Sepa,entertainment
docmorris fee,health
lidl purchase,food
VERIZON-FRANCE-WEB,other
ITALO-IL-TRIP,transport
Walmart Expense Via Trip,shopping
XBOX IL #39924,entertainment
CANAL+ ORDER,entertainment
DISNEY+ DIGITAL CHICAGO,entertainment
hsbc austria eur,other
carrefour purchase online madrid,shopping
apotek card bill,health
ACH HOSPITAL,health
unknown digital/spain,other
deutsche bahn delivery us sepa,transport
DEUTSCHE BAHN TXN/CHICAGO,transport
Ach Youtube,entertainment
T-Mobile Visa/Uae,other
carrefour brussels #59241,shopping
Steam Delivery New York Sepa,entertainment
dunkin ksa pos,food
WENDY'S APP FL,food
CARREFOUR ECOM FEE,shopping
youtube intl/ca,entertainment
netflix-giza-online,entertainment
Aldi Fee Via Delivery,shopping
atm mastercard boston sepa,other
ZALANDO FEE ONLINE ALEX,shopping
Verizon Order Via Mastercard,other
SUBWAY MIAMI EUR,food
WALGREENS PAYMENT,health
uber egypt #54589,transport
paul bakery purchase online italy,food
BEST BUY-PARIS-ECOM,shopping
hospital purchase online san francisco,health
sncf mastercard berlin sepa,transport
Disney+ Bill Online Egypt,entertainment
YOUTUBE-EU-WIRE,entertainment
Docmorris Fee Via Pos,health
BOLT TXN EXPENSE,transport
Dunkin Charge Online Milan,food
xbox credit bill,entertainment
Renfe Mastercard France,transport
barclays fee,other
starbucks germany debit,food
YOUTUBE SUBSCRIPTION ONLINE PARIS,entertainment
BARCLAYS TXN CAIRO SEPA,other
Xbox London #64580,entertainment
YOUTUBE TXN ONLINE MIAMI,entertainment
Taco Bell Berlin Eur,food
Hsbc Iban Fee,other
Wire Barclays,other
AT&T*PAY AUSTRIA,other
SEPA CHASE,other
Bank Of America Us Eur,other
SNCF-ROME-PAYPAL,transport
EUROSTAR PAYMENT,transport
Le Pain Quotidien Usa Ach,food
COSTCO FEE ONLINE EU,shopping
costco ny #32666,shopping
Target Ecom/Boston,shopping
aldi uae credit,shopping
Renfe Boston Amex,transport
MASTERCARD DISNEY+,entertainment
Bank Of America Purchase Online Chicago,other
WALGREENS-BERLIN-RIDE,health
Amazon Ecom Bill,shopping
Best Buy Subscription Via Amex,shopping
Bolt  Eur,transport
AMTRAK*ORD BELGIUM,transport
At&T Debit/Us,other
BBC IPLAYER*CHA GERMANY,entertainment
Tesco*Sub Fl,shopping
APOTEK*PAY ALEX,health
Le Pain Quotidien Bill,food
Sncf Online Belgium Sepa,transport
Uber Berlin #80012,transport
Ride Apotek,health
Chase-Eur-Online,other
Salary Ca Txn,other
Atm Los Angeles #92248,other
Boots Bill,health
Rite Aid Delivery Order,health
subway order online berlin,food
Pharmacy Ca #7445,health
mcdonalds-uk-sepa,food
netflix txn/sepa,entertainment
rite aid*bil eu,health
APOTEK WA STRIPE,health
RITE AID WA EUR,health
ORANGE BRUSSELS MASTERCARD,other
BEST BUY KSA DIGITAL,shopping
SKY MASTERCARD/LONDON,entertainment
Clinic Expense Via Mastercard,health
bbc iplayer payment online seattle,entertainment
Le Pain Quotidien Order Online Eur,food
cvs uk #72690,health
Sncf-Uae-Mastercard,transport
WENDY'S POS MILAN,food
Orange Ride/Los Angeles,other
Docmorris Delivery/Rome,health
playstationhulu order online cairo,entertainment
Steam San Francisco Digital,entertainment
AT&T WA EUR,other
Xbox Giza Credit,entertainment
EL CORTE INGLES EXPENSE ONLINE UAE,shopping
walgreens-tx-stripe,health
CVS WIRE/BERLIN,health
Nando'S Card Netherlands,food
carrefour stripe/cairo,shopping
debit trainline,transport
disney+ mastercard rome,entertainment
amtrak sepa txn,transport
canal+ charge online new york,entertainment
Youtube Amex Il Sepa,entertainment
clinic online/wa,health
NANDO'S-ITALY-WEB,food
pharmacy bill,health
youtube-paris-amex,entertainment
Amc Theatres Subscription,entertainment
T-Mobile Bill,other
Steam*Ord Sepa,entertainment
SUBWAY DALLAS #42978,food
sncf subscription online brussels,transport
APP AMC THEATRES,entertainment
Eurostar Iban/France,transport
uber bill via online,transport
Walgreens Mastercard Tx Sepa,health
RITE AID ITALY EUR,health
EAT. CREDIT SPAIN SEPA,food
Canal+*Cha New York,entertainment
COSTCO LOS ANGELES EUR,shopping
Target Mastercard Fee,shopping
renfe-uae-card,transport
gym ach los angeles sepa,health
docmorris us app,health
Mta Iban Purchase,transport
Amc Theatres-Ca-Txn,entertainment
BARCLAYS*BIL CA,other
BANK OF AMERICA LONDON EUR,other
Amazon Credit Chicago Sepa,shopping
Bbc Iplayer Txn Bill,entertainment
clinic bill via wire,health
dunkin online/egypt,food
EL CORTE INGLES ACH PURCHASE,shopping
Aldi Ach Italy,shopping
pret a manger uae #32711,food
Boots Pos Amsterdam,health
atm belgium #84071,other
SUBWAY SEPA IL,food
t-mobile charge online usa,other
Uber App Dallas Sepa,transport
BOOTS TXN ONLINE BOSTON,health
ATM SUBSCRIPTION VIA WEB,other
ZALANDO INTL PARIS,shopping
YOUTUBE*FEE BOSTON,entertainment
COSTCO USA #23203,shopping
steam ca #42879,entertainment
disney+ charge via credit,entertainment
t-mobile purchase,other
Hospital Sepa/Eu,health
verizon iban austria sepa,other
T-Mobile Fee Online London,other
Costco Card/Sepa,shopping
sky purchase online giza,entertainment
Rite Aid Netherlands #77502,health
Trainline Order,transport
billa credit wa sepa,food
Starbucks Chicago #67802,food
docmorris rome intl,health
ECOM PLAYSTATIONHULU,entertainment
NETFLIX UK EUR,entertainment
Best Buy Alex Eur,shopping
DISNEY+ SEPA CHARGE,entertainment
hsbc ride eu,other
Aldi Credit Dallas Sepa,shopping
carrefour ca eur,shopping
CARREFOUR INTL/EU,shopping
amtrak wire giza sepa,transport
